conversation_id,creator_id,conversation_date,ai_version,issue_type,issue_complexity,region,creator_segment,entry_channel,eligible_for_ai,ai_used,experiment_group,ai_response_time_sec,ai_contained,ai_response_quality,ai_error_flag,resolution_status,resolution_type,human_escalated,human_handling_time_min,csat_score,repeat_contact_7d,conversation_duration_min
CNV-2026-0003730,CRT-01329,2026-07-01,None,Policy,High,Other,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,28.32,3,True,29.61
CNV-2026-0003731,CRT-00797,2026-07-01,None,Copyright,Medium,Canada,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.75,,True,17.82
CNV-2026-0003732,CRT-01114,2026-07-01,None,Copyright,Medium,Canada,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,20.01,5,False,22.3
CNV-2026-0003733,CRT-01366,2026-07-01,V2,Copyright,Medium,US,Growth,Creator_Studio,True,True,Post_Experiment,2.71,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.01
CNV-2026-0003734,CRT-01339,2026-07-01,None,Analytics,High,India,Established,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,22.74,,False,24.67
CNV-2026-0003735,CRT-00767,2026-07-01,None,Creator Tools,Low,Canada,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.16,,False,7.41
CNV-2026-0003736,CRT-00040,2026-07-01,V2,Channel Access,Medium,India,Growth,Help_Center,True,True,Post_Experiment,1.16,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.59
CNV-2026-0003737,CRT-00165,2026-07-01,V1,Creator Tools,Low,Other,Growth,Help_Center,True,True,Post_Experiment,2.48,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.19
CNV-2026-0003738,CRT-00651,2026-07-01,V2,Analytics,Low,UK,Emerging,Creator_Studio,True,True,Post_Experiment,5.06,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.49
CNV-2026-0003739,CRT-00088,2026-07-01,V2,Creator Tools,Low,Southeast Asia,Growth,Creator_Studio,True,True,Post_Experiment,2.06,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.84
CNV-2026-0003740,CRT-00179,2026-07-01,V2,Monetization,Low,Other,Established,Mobile_App,True,True,Post_Experiment,4.68,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.81
CNV-2026-0003741,CRT-01282,2026-07-02,V2,Copyright,Medium,US,Emerging,Creator_Studio,True,True,Post_Experiment,3.2,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.65
CNV-2026-0003742,CRT-00762,2026-07-02,None,Monetization,Medium,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.34,,False,12.43
CNV-2026-0003743,CRT-01203,2026-07-02,V1,Analytics,Low,India,Established,Creator_Studio,True,True,Post_Experiment,2.32,False,Medium,False,Resolved,Human_Resolved,True,9.76,5,False,10.75
CNV-2026-0003744,CRT-00515,2026-07-02,V2,Channel Access,Medium,India,Emerging,Creator_Studio,True,True,Post_Experiment,2.21,True,High,False,Resolved,AI_Resolved,False,0.0,,True,0.68
CNV-2026-0003745,CRT-01380,2026-07-02,V2,Memberships,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,5.24,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.26
CNV-2026-0003746,CRT-00348,2026-07-02,V2,Channel Access,High,UK,Emerging,Help_Center,True,True,Post_Experiment,2.99,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,True,2.53
CNV-2026-0003747,CRT-00506,2026-07-02,V2,Analytics,Low,Other,Established,Creator_Studio,True,True,Post_Experiment,2.21,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.85
CNV-2026-0003748,CRT-00164,2026-07-02,None,Other,Medium,US,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.39,,False,13.97
CNV-2026-0003749,CRT-00760,2026-07-02,None,Policy,Medium,India,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,19.23,2,False,21.33
CNV-2026-0003750,CRT-00536,2026-07-02,None,Copyright,Low,Canada,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.28,4,False,10.39
CNV-2026-0003751,CRT-01000,2026-07-02,V2,Monetization,High,India,Emerging,Creator_Studio,True,True,Post_Experiment,2.08,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.12
CNV-2026-0003752,CRT-00015,2026-07-02,None,Policy,High,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,32.2,5,False,35.11
CNV-2026-0003753,CRT-00235,2026-07-02,V2,Memberships,Low,Other,Established,Creator_Studio,True,True,Post_Experiment,3.57,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.79
CNV-2026-0003754,CRT-00424,2026-07-02,None,Policy,Medium,India,Emerging,Email_Form,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,26.98,5,False,29.89
CNV-2026-0003755,CRT-00863,2026-07-02,None,Copyright,Medium,India,Established,Help_Center,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,20.21,2,False,21.72
CNV-2026-0003756,CRT-00718,2026-07-02,None,Channel Access,High,Other,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,41.69,2,False,43.32
CNV-2026-0003757,CRT-01389,2026-07-02,V1,Creator Tools,Low,US,Established,Creator_Studio,True,True,Post_Experiment,3.76,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.33
CNV-2026-0003758,CRT-00334,2026-07-02,V2,Copyright,High,US,Established,Creator_Studio,True,True,Post_Experiment,1.97,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.54
CNV-2026-0003759,CRT-00866,2026-07-02,V2,Analytics,Low,UK,Established,Email_Form,True,True,Post_Experiment,2.09,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.12
CNV-2026-0003760,CRT-00118,2026-07-02,V2,Policy,High,Southeast Asia,Growth,Creator_Studio,True,True,Post_Experiment,1.92,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,3.02
CNV-2026-0003761,CRT-01244,2026-07-02,V2,Copyright,Low,Canada,Emerging,Help_Center,True,True,Post_Experiment,1.81,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.63
CNV-2026-0003762,CRT-00160,2026-07-02,V2,Revenue & Payments,Medium,US,Growth,Mobile_App,True,True,Post_Experiment,1.85,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,0.66
CNV-2026-0003763,CRT-01185,2026-07-02,V1,Policy,Medium,US,Emerging,Help_Center,True,True,Post_Experiment,2.76,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.83
CNV-2026-0003764,CRT-00751,2026-07-02,None,Revenue & Payments,Low,Southeast Asia,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,5.51,,True,7.42
CNV-2026-0003765,CRT-00053,2026-07-02,V2,Monetization,High,India,Established,Creator_Studio,True,True,Post_Experiment,4.73,True,High,False,Unresolved,Unresolved_Contained,False,0.0,1,True,2.17
CNV-2026-0003766,CRT-00004,2026-07-02,V2,Policy,Medium,India,Growth,Creator_Studio,True,True,Post_Experiment,3.54,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.81
CNV-2026-0003767,CRT-01276,2026-07-02,None,Channel Access,Low,India,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.09,5,False,5.71
CNV-2026-0003768,CRT-00186,2026-07-03,V2,Monetization,High,US,Growth,Mobile_App,True,True,Post_Experiment,2.64,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.5
CNV-2026-0003769,CRT-00893,2026-07-03,None,Creator Tools,Low,India,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.61,,False,6.64
CNV-2026-0003770,CRT-01185,2026-07-03,V2,Policy,Low,US,Emerging,Mobile_App,True,True,Post_Experiment,1.96,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.57
CNV-2026-0003771,CRT-00468,2026-07-03,None,Revenue & Payments,Low,Other,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.1,,False,6.03
CNV-2026-0003772,CRT-01297,2026-07-03,V2,Revenue & Payments,Medium,UK,Emerging,Creator_Studio,True,True,Post_Experiment,1.96,False,High,False,Resolved,Human_Resolved,True,10.29,,False,11.36
CNV-2026-0003773,CRT-01038,2026-07-03,V2,Copyright,High,India,Emerging,Creator_Studio,True,True,Post_Experiment,2.1,True,High,False,Abandoned,Abandoned,False,0.0,,True,2.44
CNV-2026-0003774,CRT-00722,2026-07-03,None,Creator Tools,Low,India,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.6,5,False,8.45
CNV-2026-0003775,CRT-00822,2026-07-03,None,Memberships,Medium,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.66,4,True,15.22
CNV-2026-0003776,CRT-00542,2026-07-03,None,Creator Tools,Low,Canada,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.18,5,False,10.6
CNV-2026-0003777,CRT-01280,2026-07-03,V1,Other,Low,US,Growth,Creator_Studio,True,True,Post_Experiment,10.67,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.16
CNV-2026-0003778,CRT-00433,2026-07-03,None,Revenue & Payments,Medium,Canada,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.59,5,False,12.3
CNV-2026-0003779,CRT-00069,2026-07-03,V2,Channel Access,High,India,Emerging,Creator_Studio,True,True,Post_Experiment,4.76,False,High,False,Resolved,Human_Resolved,True,22.85,,True,24.66
CNV-2026-0003780,CRT-00420,2026-07-03,None,Creator Tools,Low,Other,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.85,4,False,10.15
CNV-2026-0003781,CRT-01258,2026-07-03,V2,Memberships,Low,UK,Established,Mobile_App,True,True,Post_Experiment,2.69,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.06
CNV-2026-0003782,CRT-00543,2026-07-03,V2,Analytics,Low,UK,Established,Email_Form,True,True,Post_Experiment,3.2,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.3
CNV-2026-0003783,CRT-00615,2026-07-03,V2,Creator Tools,Medium,US,Emerging,Creator_Studio,True,True,Post_Experiment,2.6,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.03
CNV-2026-0003784,CRT-00673,2026-07-03,V2,Creator Tools,Low,Southeast Asia,Large,Mobile_App,True,True,Post_Experiment,1.72,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.86
CNV-2026-0003785,CRT-01479,2026-07-03,V2,Shorts,Low,UK,Growth,Mobile_App,True,True,Post_Experiment,2.51,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,0.6
CNV-2026-0003786,CRT-00938,2026-07-03,V1,Shorts,Low,UK,Emerging,Mobile_App,True,True,Post_Experiment,3.41,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.22
CNV-2026-0003787,CRT-00458,2026-07-03,V2,Other,Medium,US,Growth,Creator_Studio,True,True,Post_Experiment,1.6,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.55
CNV-2026-0003788,CRT-01002,2026-07-03,None,Monetization,Low,UK,Growth,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.67,,False,10.18
CNV-2026-0003789,CRT-00715,2026-07-03,V2,Monetization,Medium,Other,Established,Help_Center,True,True,Post_Experiment,3.8,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.38
CNV-2026-0003790,CRT-00178,2026-07-03,V2,Revenue & Payments,Medium,India,Large,Creator_Studio,True,True,Post_Experiment,1.81,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.51
CNV-2026-0003791,CRT-00008,2026-07-04,V2,Channel Access,Medium,India,Established,Help_Center,True,True,Post_Experiment,1.94,False,High,False,Resolved,Human_Resolved,True,12.64,5,False,13.83
CNV-2026-0003792,CRT-00590,2026-07-04,V2,Monetization,Medium,India,Emerging,Creator_Studio,True,True,Post_Experiment,3.28,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.42
CNV-2026-0003793,CRT-01037,2026-07-04,V2,Revenue & Payments,Medium,Canada,Emerging,Help_Center,True,True,Post_Experiment,1.85,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.18
CNV-2026-0003794,CRT-01436,2026-07-04,V2,Policy,Medium,India,Large,Help_Center,True,True,Post_Experiment,2.22,True,Medium,False,Abandoned,Abandoned,False,0.0,2,True,2.84
CNV-2026-0003795,CRT-00335,2026-07-04,V1,Copyright,High,US,Emerging,Creator_Studio,True,True,Post_Experiment,4.71,False,Low,True,Resolved,Human_Resolved,True,45.37,,False,47.58
CNV-2026-0003796,CRT-01199,2026-07-04,V2,Channel Access,Medium,India,Emerging,Creator_Studio,True,True,Post_Experiment,0.88,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,0.8
CNV-2026-0003797,CRT-01485,2026-07-04,V2,Copyright,Low,US,Growth,Mobile_App,True,True,Post_Experiment,2.13,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.88
CNV-2026-0003798,CRT-00100,2026-07-04,None,Analytics,Low,US,Large,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.98,4,False,13.08
CNV-2026-0003799,CRT-00041,2026-07-04,V2,Revenue & Payments,Medium,Other,Emerging,Mobile_App,True,True,Post_Experiment,3.02,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.85
CNV-2026-0003800,CRT-00332,2026-07-04,V2,Policy,Medium,Other,Emerging,Help_Center,True,True,Post_Experiment,1.9,False,High,False,Resolved,Human_Resolved,True,30.05,,False,31.29
CNV-2026-0003801,CRT-00459,2026-07-04,None,Creator Tools,Medium,Other,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,27.44,,True,28.84
CNV-2026-0003802,CRT-01005,2026-07-04,None,Copyright,Medium,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.26,5,False,9.82
CNV-2026-0003803,CRT-00370,2026-07-04,V2,Revenue & Payments,Low,Other,Established,Email_Form,True,True,Post_Experiment,2.98,True,High,False,Resolved,AI_Resolved,False,0.0,5,True,2.07
CNV-2026-0003804,CRT-01214,2026-07-04,V2,Analytics,Low,US,Emerging,Mobile_App,True,True,Post_Experiment,2.4,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.65
CNV-2026-0003805,CRT-01278,2026-07-04,None,Creator Tools,Medium,Southeast Asia,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.28,,False,18.59
CNV-2026-0003806,CRT-01259,2026-07-04,V2,Monetization,Medium,UK,Growth,Creator_Studio,True,True,Post_Experiment,3.65,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.64
CNV-2026-0003807,CRT-00233,2026-07-05,V2,Channel Access,Medium,Canada,Large,Creator_Studio,True,True,Post_Experiment,1.82,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.5
CNV-2026-0003808,CRT-01214,2026-07-05,V2,Copyright,Medium,US,Emerging,Help_Center,True,True,Post_Experiment,2.2,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.57
CNV-2026-0003809,CRT-00183,2026-07-05,V2,Creator Tools,Medium,Canada,Growth,Creator_Studio,True,True,Post_Experiment,1.38,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.74
CNV-2026-0003810,CRT-00003,2026-07-05,V1,Creator Tools,Medium,India,Established,Creator_Studio,True,True,Post_Experiment,2.71,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.96
CNV-2026-0003811,CRT-01223,2026-07-05,None,Creator Tools,Low,India,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,3.18,,True,6.13
CNV-2026-0003812,CRT-00356,2026-07-05,V2,Monetization,Medium,Other,Growth,Email_Form,True,True,Post_Experiment,2.33,False,Medium,False,Resolved,Human_Resolved,True,13.61,,False,15.65
CNV-2026-0003813,CRT-00320,2026-07-05,V2,Copyright,High,Southeast Asia,Established,Creator_Studio,True,True,Post_Experiment,2.05,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.37
CNV-2026-0003814,CRT-00354,2026-07-05,V2,Monetization,Low,Canada,Growth,Help_Center,True,True,Post_Experiment,3.47,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.18
CNV-2026-0003815,CRT-00322,2026-07-05,V2,Revenue & Payments,Medium,India,Growth,Creator_Studio,True,True,Post_Experiment,1.9,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.85
CNV-2026-0003816,CRT-00048,2026-07-05,None,Policy,Medium,Canada,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,18.78,2,False,21.46
CNV-2026-0003817,CRT-00610,2026-07-05,V2,Policy,Medium,US,Emerging,Help_Center,True,True,Post_Experiment,2.05,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.34
CNV-2026-0003818,CRT-01476,2026-07-05,V2,Monetization,Medium,Other,Growth,Mobile_App,True,True,Post_Experiment,1.87,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.31
CNV-2026-0003819,CRT-00077,2026-07-05,V2,Monetization,Medium,Canada,Emerging,Help_Center,True,True,Post_Experiment,2.44,False,Medium,False,Resolved,Human_Resolved,True,29.21,,False,30.14
CNV-2026-0003820,CRT-00901,2026-07-05,V2,Channel Access,Medium,Southeast Asia,Growth,Creator_Studio,True,True,Post_Experiment,5.13,True,Medium,False,Resolved,AI_Resolved,False,0.0,,True,2.27
CNV-2026-0003821,CRT-01235,2026-07-05,V2,Creator Tools,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,0.64,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.1
CNV-2026-0003822,CRT-00676,2026-07-06,V2,Analytics,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Post_Experiment,2.37,True,Medium,False,Resolved,AI_Resolved,False,0.0,4,False,2.57
CNV-2026-0003823,CRT-01178,2026-07-06,V2,Copyright,Low,Other,Emerging,Creator_Studio,True,True,Post_Experiment,3.77,False,Low,True,Resolved,Human_Resolved,True,9.5,4,False,11.81
CNV-2026-0003824,CRT-00992,2026-07-06,None,Monetization,Low,India,Growth,Email_Form,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.26,5,False,7.79
CNV-2026-0003825,CRT-00546,2026-07-06,V2,Revenue & Payments,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,1.98,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.94
CNV-2026-0003826,CRT-00207,2026-07-06,V2,Policy,High,US,Emerging,Mobile_App,True,True,Post_Experiment,2.95,True,Medium,True,Unresolved,Unresolved_Contained,False,0.0,,False,1.68
CNV-2026-0003827,CRT-00927,2026-07-06,V1,Creator Tools,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,1.83,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.88
CNV-2026-0003828,CRT-00176,2026-07-06,None,Monetization,Low,Other,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.82,,False,8.69
CNV-2026-0003829,CRT-01242,2026-07-06,V2,Monetization,Medium,Other,Emerging,Mobile_App,True,True,Post_Experiment,3.77,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.84
CNV-2026-0003830,CRT-01113,2026-07-06,None,Channel Access,Low,India,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,11.3,,True,13.78
CNV-2026-0003831,CRT-01464,2026-07-06,V2,Copyright,High,Southeast Asia,Emerging,Creator_Studio,True,True,Post_Experiment,2.17,False,Medium,False,Resolved,Human_Resolved,True,36.62,5,False,39.35
CNV-2026-0003832,CRT-01062,2026-07-06,None,Channel Access,Medium,UK,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,13.38,5,False,15.27
CNV-2026-0003833,CRT-00330,2026-07-06,None,Copyright,High,India,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.71,5,False,18.4
CNV-2026-0003834,CRT-00301,2026-07-06,None,Copyright,Medium,Southeast Asia,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,15.41,5,False,16.69
CNV-2026-0003835,CRT-00593,2026-07-06,V2,Copyright,Low,Southeast Asia,Emerging,Mobile_App,True,True,Post_Experiment,1.88,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.26
CNV-2026-0003836,CRT-01136,2026-07-06,V2,Other,Low,India,Emerging,Mobile_App,True,True,Post_Experiment,3.44,True,Low,True,Unresolved,Unresolved_Contained,False,0.0,,True,2.77
CNV-2026-0003837,CRT-00142,2026-07-06,V2,Monetization,High,US,Growth,Creator_Studio,True,True,Post_Experiment,2.91,False,Medium,False,Resolved,Human_Resolved,True,21.69,,False,23.28
CNV-2026-0003838,CRT-01064,2026-07-06,V1,Monetization,High,Southeast Asia,Growth,Creator_Studio,True,True,Post_Experiment,2.78,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,3.03
CNV-2026-0003839,CRT-00529,2026-07-06,None,Analytics,Low,Southeast Asia,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.05,,False,7.89
CNV-2026-0003840,CRT-00070,2026-07-06,V2,Monetization,Low,India,Emerging,Creator_Studio,True,True,Post_Experiment,2.35,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.88
CNV-2026-0003841,CRT-00655,2026-07-06,V1,Copyright,Medium,Southeast Asia,Established,Mobile_App,True,True,Post_Experiment,2.79,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,2.51
CNV-2026-0003842,CRT-00158,2026-07-06,V1,Copyright,Medium,Other,Growth,Mobile_App,True,True,Post_Experiment,2.78,False,High,False,Resolved,Human_Resolved,True,6.76,,False,9.31
CNV-2026-0003843,CRT-01417,2026-07-06,None,Channel Access,Medium,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,26.09,5,False,27.48
CNV-2026-0003844,CRT-01496,2026-07-06,V2,Revenue & Payments,High,India,Growth,Help_Center,True,True,Post_Experiment,3.04,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.7
CNV-2026-0003845,CRT-01315,2026-07-06,V2,Analytics,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,3.47,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.82
CNV-2026-0003846,CRT-01268,2026-07-06,None,Memberships,High,UK,Large,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,55.09,5,False,56.86
CNV-2026-0003847,CRT-01058,2026-07-06,V2,Creator Tools,Low,US,Emerging,Help_Center,True,True,Post_Experiment,2.36,False,High,False,Resolved,Human_Resolved,True,6.3,,False,7.59
CNV-2026-0003848,CRT-00832,2026-07-07,V1,Copyright,High,India,Growth,Help_Center,True,True,Post_Experiment,1.88,False,Medium,False,Unresolved,Unresolved_Escalated,True,26.19,2,True,27.04
CNV-2026-0003849,CRT-01138,2026-07-07,V1,Memberships,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,4.1,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.63
CNV-2026-0003850,CRT-00854,2026-07-07,V2,Analytics,Low,Southeast Asia,Established,Creator_Studio,True,True,Post_Experiment,2.71,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.67
CNV-2026-0003851,CRT-00380,2026-07-07,V2,Analytics,Medium,Southeast Asia,Growth,Mobile_App,True,True,Post_Experiment,2.94,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.78
CNV-2026-0003852,CRT-01019,2026-07-07,V2,Monetization,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Post_Experiment,2.02,True,Low,True,Unresolved,Unresolved_Contained,False,0.0,1,True,2.42
CNV-2026-0003853,CRT-00174,2026-07-07,V2,Channel Access,High,US,Established,Creator_Studio,True,True,Post_Experiment,3.79,True,High,False,Unresolved,Unresolved_Contained,False,0.0,3,False,3.01
CNV-2026-0003854,CRT-00660,2026-07-07,V2,Channel Access,High,US,Emerging,Email_Form,True,True,Post_Experiment,1.63,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.5
CNV-2026-0003855,CRT-00001,2026-07-07,V2,Shorts,High,UK,Established,Mobile_App,True,True,Post_Experiment,2.29,False,High,False,Resolved,Human_Resolved,True,29.34,5,False,31.9
CNV-2026-0003856,CRT-00533,2026-07-07,V1,Copyright,High,India,Emerging,Help_Center,True,True,Post_Experiment,3.31,False,High,False,Resolved,Human_Resolved,True,24.04,5,False,26.17
CNV-2026-0003857,CRT-00165,2026-07-07,V2,Memberships,Low,Other,Growth,Creator_Studio,True,True,Post_Experiment,3.23,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.68
CNV-2026-0003858,CRT-00799,2026-07-07,V2,Channel Access,Medium,US,Growth,Help_Center,True,True,Post_Experiment,1.61,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.59
CNV-2026-0003859,CRT-01443,2026-07-07,None,Analytics,Medium,Other,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.96,5,False,18.62
CNV-2026-0003860,CRT-00420,2026-07-07,V2,Channel Access,Medium,Other,Established,Creator_Studio,True,True,Post_Experiment,3.36,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.31
CNV-2026-0003861,CRT-01473,2026-07-07,None,Analytics,Low,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.88,4,False,11.13
CNV-2026-0003862,CRT-00898,2026-07-07,V2,Revenue & Payments,Low,US,Emerging,Creator_Studio,True,True,Post_Experiment,2.59,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.24
CNV-2026-0003863,CRT-00768,2026-07-07,V2,Monetization,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Post_Experiment,3.99,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.59
CNV-2026-0003864,CRT-00313,2026-07-07,V1,Revenue & Payments,Medium,Canada,Emerging,Email_Form,True,True,Post_Experiment,1.93,True,High,False,Resolved,AI_Resolved,False,0.0,4,False,1.82
CNV-2026-0003865,CRT-00182,2026-07-07,V2,Memberships,Low,Other,Established,Help_Center,True,True,Post_Experiment,3.04,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.6
CNV-2026-0003866,CRT-00540,2026-07-07,None,Monetization,High,Canada,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,45.87,,False,47.99
CNV-2026-0003867,CRT-00509,2026-07-07,V1,Policy,High,US,Growth,Creator_Studio,True,True,Post_Experiment,4.05,False,Medium,False,Resolved,Human_Resolved,True,17.64,5,False,19.55
CNV-2026-0003868,CRT-00630,2026-07-07,None,Other,Low,US,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.4,,False,9.09
