creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-21168,Established,India,125029,55
CRT-21169,Growth,Canada,22085,6
CRT-21170,Growth,Other,31375,75
CRT-21171,Emerging,Other,1894,112
CRT-21172,Established,US,280881,24
CRT-21173,Emerging,US,3007,117
CRT-21174,Established,US,301320,115
CRT-21175,Emerging,US,2072,92
CRT-21176,Established,US,133956,101
CRT-21177,Emerging,Southeast Asia,1118,11
CRT-21178,Established,Canada,100000,107
CRT-21179,Emerging,US,897,39
CRT-21180,Established,UK,256823,102
CRT-21181,Growth,Southeast Asia,32877,86
CRT-21182,Emerging,US,2275,67
CRT-21183,Established,US,480579,108
CRT-21184,Emerging,US,468,40
CRT-21185,Growth,India,10578,17
CRT-21186,Emerging,UK,1085,120
CRT-21187,Growth,India,56237,112
CRT-21188,Established,US,472202,48
CRT-21189,Growth,US,29711,95
CRT-21190,Growth,US,23327,117
CRT-21191,Established,Canada,232567,29
CRT-21192,Growth,UK,47107,28
CRT-21193,Emerging,UK,718,103
CRT-21194,Growth,Southeast Asia,20221,72
CRT-21195,Emerging,US,1445,3
CRT-21196,Growth,US,47084,67
CRT-21197,Emerging,Southeast Asia,2612,15
CRT-21198,Established,Canada,100000,32
CRT-21199,Growth,Other,40898,119
CRT-21200,Growth,Canada,26710,32
CRT-21201,Emerging,UK,2228,39
CRT-21202,Emerging,Other,1127,94
CRT-21203,Established,Canada,268230,59
CRT-21204,Growth,Other,27536,40
CRT-21205,Established,US,143408,110
CRT-21206,Growth,US,18411,81
CRT-21207,Emerging,Southeast Asia,1149,54
CRT-21208,Growth,India,14083,64
CRT-21209,Growth,India,21561,8
CRT-21210,Emerging,Canada,1035,23
CRT-21211,Growth,Southeast Asia,45172,114
CRT-21212,Emerging,Southeast Asia,2277,34
CRT-21213,Emerging,US,6702,96
CRT-21214,Emerging,India,349,39
CRT-21215,Growth,Southeast Asia,23663,42
CRT-21216,Growth,US,49832,33
CRT-21217,Emerging,US,1668,11
CRT-21218,Established,Southeast Asia,174412,13
CRT-21219,Growth,Other,16878,5
CRT-21220,Emerging,US,2334,2
CRT-21221,Emerging,India,1554,93
CRT-21222,Emerging,US,1022,96
CRT-21223,Emerging,India,3001,40
CRT-21224,Large,UK,9500760,32
CRT-21225,Established,India,116649,43
CRT-21226,Emerging,India,2135,108
CRT-21227,Growth,Other,28832,92
CRT-21228,Emerging,India,2252,4
CRT-21229,Emerging,Southeast Asia,3852,95
CRT-21230,Emerging,Other,4178,95
CRT-21231,Emerging,Southeast Asia,898,51
CRT-21232,Emerging,US,355,36
CRT-21233,Emerging,US,1242,88
CRT-21234,Emerging,Other,1248,81
CRT-21235,Growth,Other,10000,73
CRT-21236,Growth,US,44647,84
CRT-21237,Emerging,UK,880,12
CRT-21238,Growth,US,26217,27
CRT-21239,Emerging,US,848,88
CRT-21240,Large,Other,1714685,25
CRT-21241,Emerging,India,3718,7
CRT-21242,Growth,US,28061,103
CRT-21243,Emerging,Southeast Asia,7311,87
CRT-21244,Emerging,Other,2215,28
CRT-21245,Growth,Other,38204,113
CRT-21246,Growth,UK,24291,15
CRT-21247,Large,Other,1901180,74
CRT-21248,Growth,Canada,45081,83
CRT-21249,Emerging,Other,3462,51
CRT-21250,Established,UK,233247,27
CRT-21251,Emerging,Southeast Asia,2091,1
CRT-21252,Growth,Other,25084,87
CRT-21253,Established,India,226839,103
CRT-21254,Emerging,India,1436,56
CRT-21255,Growth,Other,27439,39
CRT-21256,Emerging,Other,2985,44
CRT-21257,Emerging,India,1286,93
CRT-21258,Large,Southeast Asia,1276519,8
CRT-21259,Emerging,Other,1079,118
CRT-21260,Emerging,Southeast Asia,1065,36
CRT-21261,Growth,India,33539,119
CRT-21262,Emerging,US,857,32
CRT-21263,Emerging,US,3295,49
CRT-21264,Emerging,India,1079,90
CRT-21265,Growth,India,58957,28
CRT-21266,Emerging,Canada,1367,61
CRT-21267,Established,US,272936,44
CRT-21268,Emerging,US,2965,110
CRT-21269,Established,Southeast Asia,414222,36
CRT-21270,Emerging,US,2212,10
CRT-21271,Emerging,Other,9999,97
CRT-21272,Established,US,199201,62
CRT-21273,Established,Other,100000,23
CRT-21274,Emerging,India,1302,29
CRT-21275,Emerging,Other,2529,17
CRT-21276,Established,Southeast Asia,261170,56
CRT-21277,Emerging,Other,593,21
CRT-21278,Emerging,India,1022,24
CRT-21279,Growth,UK,17946,22
CRT-21280,Established,US,133459,37
CRT-21281,Growth,India,25674,58
CRT-21282,Growth,US,33973,82
CRT-21283,Large,Canada,1190389,96
CRT-21284,Emerging,Southeast Asia,806,99
CRT-21285,Established,UK,304506,95
CRT-21286,Emerging,US,675,67
CRT-21287,Growth,US,17141,94
CRT-21288,Growth,UK,80755,39
CRT-21289,Emerging,India,878,26
CRT-21290,Growth,India,10799,44
CRT-21291,Established,Other,100000,48
CRT-21292,Growth,US,10000,62
CRT-21293,Emerging,UK,5012,110
CRT-21294,Emerging,US,1264,67
CRT-21295,Growth,UK,15986,106
CRT-21296,Growth,Southeast Asia,35616,99
CRT-21297,Emerging,Canada,5270,18
CRT-21298,Emerging,Canada,1168,115
CRT-21299,Growth,US,60870,35
CRT-21300,Emerging,US,1023,25
CRT-21301,Emerging,US,522,8
CRT-21302,Emerging,Southeast Asia,5698,111
CRT-21303,Growth,US,18758,23
CRT-21304,Large,Southeast Asia,1334672,70
CRT-21305,Growth,India,45231,37
CRT-21306,Emerging,Southeast Asia,1378,43
CRT-21307,Established,India,186054,69
CRT-21308,Emerging,Other,1092,23
CRT-21309,Large,Other,1243843,51
CRT-21310,Emerging,India,1548,79
CRT-21311,Established,Other,266317,62
CRT-21312,Established,Canada,173867,82
CRT-21313,Established,US,279274,115
CRT-21314,Emerging,Southeast Asia,1862,108
CRT-21315,Established,India,250799,27
CRT-21316,Growth,Other,23340,40
CRT-21317,Emerging,Other,995,9
CRT-21318,Growth,UK,32379,65
CRT-21319,Growth,UK,14767,75
CRT-21320,Established,Canada,999999,77
CRT-21321,Established,India,100000,9
CRT-21322,Emerging,India,855,94
CRT-21323,Growth,Southeast Asia,34789,29
CRT-21324,Emerging,Other,2401,103
CRT-21325,Emerging,UK,681,35
CRT-21326,Established,US,134570,89
CRT-21327,Growth,US,27582,18
CRT-21328,Established,India,100000,36
CRT-21329,Growth,UK,14747,41
CRT-21330,Emerging,India,2700,61
CRT-21331,Growth,India,40479,63
CRT-21332,Emerging,Other,1352,64
CRT-21333,Large,Other,3398581,86
CRT-21334,Established,India,210228,118
CRT-21335,Established,UK,124939,3
CRT-21336,Established,India,100000,65
CRT-21337,Growth,Southeast Asia,36763,118
CRT-21338,Growth,US,19201,5
CRT-21339,Established,India,322992,100
CRT-21340,Emerging,UK,1048,90
CRT-21341,Established,India,433457,101
CRT-21342,Emerging,Canada,623,48
CRT-21343,Established,US,100365,73
CRT-21344,Growth,US,29823,63
CRT-21345,Established,Other,161315,49
CRT-21346,Growth,India,28964,89
CRT-21347,Growth,US,25937,69
CRT-21348,Established,India,145915,116
CRT-21349,Emerging,US,1080,97
CRT-21350,Emerging,Canada,232,97
CRT-21351,Emerging,India,4411,72
CRT-21352,Growth,Other,19520,31
CRT-21353,Growth,US,33448,78
CRT-21354,Growth,India,10000,26
CRT-21355,Emerging,Southeast Asia,658,23
CRT-21356,Emerging,US,1635,118
CRT-21357,Established,US,587602,34
CRT-21358,Growth,US,33548,26
CRT-21359,Emerging,US,2078,64
CRT-21360,Emerging,Canada,898,17
CRT-21361,Emerging,Other,1316,106
CRT-21362,Established,India,175541,108
CRT-21363,Growth,Southeast Asia,31215,71
CRT-21364,Growth,Southeast Asia,49770,54
CRT-21365,Growth,US,22458,55
CRT-21366,Established,India,200632,6
CRT-21367,Emerging,Other,969,48
CRT-21368,Emerging,US,1079,72
CRT-21369,Emerging,US,3289,75
CRT-21370,Large,US,2693020,45
CRT-21371,Growth,Southeast Asia,31383,86
CRT-21372,Growth,Other,25130,53
CRT-21373,Established,India,117712,60
CRT-21374,Emerging,India,2319,72
CRT-21375,Emerging,India,2600,115
CRT-21376,Growth,Other,41608,120
CRT-21377,Large,India,1949633,72
CRT-21378,Emerging,India,713,14
CRT-21379,Growth,US,36906,34
CRT-21380,Established,US,378161,29
CRT-21381,Growth,Other,40764,108
CRT-21382,Growth,India,18139,101
CRT-21383,Emerging,US,1799,35
CRT-21384,Emerging,Other,280,17
CRT-21385,Emerging,Other,3888,49
CRT-21386,Emerging,US,1526,117
CRT-21387,Established,India,223100,3
CRT-21388,Growth,Other,58159,40
CRT-21389,Established,US,139260,17
CRT-21390,Emerging,India,1469,76
CRT-21391,Emerging,India,671,104
CRT-21392,Growth,Canada,12725,24
CRT-21393,Emerging,India,1674,47
CRT-21394,Emerging,India,1613,38
CRT-21395,Emerging,Canada,244,16
CRT-21396,Emerging,Other,2400,67
CRT-21397,Emerging,US,1295,20
CRT-21398,Emerging,US,2445,116
CRT-21399,Established,UK,228904,38
CRT-21400,Emerging,India,3092,46
CRT-21401,Growth,UK,48058,79
CRT-21402,Growth,US,29721,109
CRT-21403,Growth,Other,42677,13
CRT-21404,Growth,India,41822,26
CRT-21405,Emerging,India,520,118
CRT-21406,Emerging,US,661,5
CRT-21407,Growth,US,16234,27
CRT-21408,Large,Southeast Asia,3155581,101
CRT-21409,Emerging,Southeast Asia,760,110
CRT-21410,Growth,Other,10000,85
CRT-21411,Large,UK,1000000,71
CRT-21412,Established,India,158016,14
CRT-21413,Established,Other,261919,15
CRT-21414,Growth,US,51348,3
CRT-21415,Established,UK,352014,30
CRT-21416,Growth,Southeast Asia,29409,99
CRT-21417,Growth,US,17792,41
CRT-21418,Established,UK,100000,21
CRT-21419,Emerging,Other,907,26
CRT-21420,Large,India,1622536,58
CRT-21421,Large,UK,2126589,51
CRT-21422,Growth,India,42083,103
CRT-21423,Emerging,India,2291,101
CRT-21424,Established,India,210254,69
CRT-21425,Emerging,US,973,117
CRT-21426,Growth,US,12563,109
CRT-21427,Emerging,Canada,705,11
CRT-21428,Established,India,111426,5
CRT-21429,Large,Southeast Asia,12174319,18
CRT-21430,Emerging,US,6606,51
CRT-21431,Growth,US,14336,56
CRT-21432,Established,Southeast Asia,251617,24
CRT-21433,Emerging,Southeast Asia,454,84
CRT-21434,Emerging,Southeast Asia,1601,49
CRT-21435,Emerging,UK,904,17
CRT-21436,Established,UK,182564,92
CRT-21437,Growth,US,45512,89
CRT-21438,Emerging,US,1804,108
CRT-21439,Emerging,US,2686,120
CRT-21440,Growth,India,34588,18
CRT-21441,Emerging,US,745,30
CRT-21442,Growth,India,13966,42
CRT-21443,Emerging,US,1054,110
CRT-21444,Established,India,165906,54
CRT-21445,Growth,India,20715,109
CRT-21446,Established,Other,130260,30
CRT-21447,Emerging,Other,1412,38
CRT-21448,Growth,Other,52084,24
CRT-21449,Established,UK,100000,44
CRT-21450,Growth,Other,14451,99
CRT-21451,Emerging,US,1650,39
CRT-21452,Emerging,Southeast Asia,303,105
CRT-21453,Growth,Canada,13073,27
CRT-21454,Growth,India,77481,4
CRT-21455,Established,US,278565,68
CRT-21456,Established,UK,986224,111
CRT-21457,Growth,Other,11452,31
CRT-21458,Large,Southeast Asia,8532768,95
CRT-21459,Growth,US,13964,113
CRT-21460,Emerging,US,2741,35
CRT-21461,Emerging,US,234,14
CRT-21462,Established,Canada,236642,77
CRT-21463,Emerging,India,1787,87
CRT-21464,Established,US,151896,56
CRT-21465,Emerging,Other,439,76
CRT-21466,Emerging,India,1070,25
CRT-21467,Established,Canada,229568,37
CRT-21468,Established,Other,100000,14
CRT-21469,Established,UK,175602,62
CRT-21470,Emerging,Other,1273,71
CRT-21471,Emerging,Other,1922,102
CRT-21472,Growth,US,12134,5
CRT-21473,Established,India,139112,95
CRT-21474,Emerging,Other,1542,97
CRT-21475,Growth,UK,22053,95
CRT-21476,Emerging,India,556,80
CRT-21477,Growth,Other,42954,88
CRT-21478,Emerging,UK,2907,78
CRT-21479,Large,India,3359579,25
CRT-21480,Emerging,US,999,66
CRT-21481,Growth,Other,24271,33
CRT-21482,Established,Other,420453,75
CRT-21483,Emerging,Other,2543,99
CRT-21484,Emerging,Canada,3682,111
CRT-21485,Growth,US,28054,82
CRT-21486,Growth,India,36486,67
CRT-21487,Growth,India,37498,25
CRT-21488,Growth,US,55347,34
CRT-21489,Emerging,Canada,216,20
CRT-21490,Established,US,213991,87
CRT-21491,Emerging,India,2871,59
CRT-21492,Growth,Other,48454,41
CRT-21493,Established,Canada,151505,68
CRT-21494,Established,US,251175,104
CRT-21495,Emerging,US,2412,45
CRT-21496,Emerging,India,3654,53
CRT-21497,Growth,Southeast Asia,32141,44
CRT-21498,Emerging,Other,1645,33
CRT-21499,Growth,Southeast Asia,23497,57
CRT-21500,Growth,US,47130,10
CRT-21501,Emerging,UK,3622,11
CRT-21502,Emerging,India,3086,41
CRT-21503,Growth,Other,38985,95
CRT-21504,Established,US,230277,63
CRT-21505,Emerging,India,837,55
CRT-21506,Emerging,India,740,10
CRT-21507,Emerging,Southeast Asia,3052,9
CRT-21508,Growth,India,47396,118
CRT-21509,Growth,India,30417,62
CRT-21510,Established,Canada,230222,73
CRT-21511,Large,US,2302029,42
CRT-21512,Growth,US,48985,92
CRT-21513,Established,US,312986,96
CRT-21514,Emerging,US,949,10
CRT-21515,Growth,Southeast Asia,34700,64
CRT-21516,Growth,US,12191,49
CRT-21517,Growth,US,19756,102
CRT-21518,Established,Other,100000,47
CRT-21519,Emerging,India,674,25
CRT-21520,Established,Other,125702,81
CRT-21521,Established,Canada,100000,37
CRT-21522,Established,US,401688,57
CRT-21523,Growth,Southeast Asia,20860,29
CRT-21524,Large,Southeast Asia,1581509,31
CRT-21525,Established,US,118587,113
CRT-21526,Growth,US,35695,90
CRT-21527,Emerging,US,4042,38
CRT-21528,Established,US,272015,84
CRT-21529,Growth,US,32016,64
CRT-21530,Growth,US,10024,50
CRT-21531,Large,Southeast Asia,1846934,20
CRT-21532,Emerging,US,2247,106
CRT-21533,Growth,Canada,49000,2
CRT-21534,Emerging,US,2175,17
CRT-21535,Growth,UK,76414,57
CRT-21536,Emerging,Canada,747,62
CRT-21537,Emerging,India,747,71
CRT-21538,Emerging,India,1820,102
CRT-21539,Emerging,India,3722,119
CRT-21540,Emerging,India,4234,85
CRT-21541,Growth,US,10000,117
CRT-21542,Emerging,Southeast Asia,1463,64
CRT-21543,Emerging,UK,2869,106
CRT-21544,Emerging,India,2806,12
CRT-21545,Emerging,Other,2104,72
CRT-21546,Emerging,Other,1251,5
CRT-21547,Established,US,100000,96
CRT-21548,Growth,Canada,75216,81
CRT-21549,Emerging,US,2185,50
CRT-21550,Growth,Canada,17311,53
CRT-21551,Emerging,Canada,1033,118
CRT-21552,Growth,India,30647,51
CRT-21553,Large,India,2765227,120
CRT-21554,Emerging,Southeast Asia,440,47
CRT-21555,Emerging,US,606,111
CRT-21556,Growth,Southeast Asia,34548,21
CRT-21557,Emerging,Other,844,15
CRT-21558,Emerging,India,322,68
CRT-21559,Growth,US,18111,112
CRT-21560,Growth,Southeast Asia,26738,46
CRT-21561,Emerging,UK,360,46
CRT-21562,Established,Southeast Asia,530174,9
CRT-21563,Emerging,US,3465,67
CRT-21564,Emerging,UK,2788,112
CRT-21565,Growth,US,28153,40
CRT-21566,Growth,India,14503,60
CRT-21567,Growth,India,17683,42
CRT-21568,Growth,Other,52133,30
CRT-21569,Growth,Other,18091,23
CRT-21570,Established,Canada,194938,85
CRT-21571,Growth,Other,23276,66
CRT-21572,Emerging,US,1181,102
CRT-21573,Growth,UK,25262,30
CRT-21574,Emerging,Canada,1106,36
CRT-21575,Growth,Canada,21466,83
CRT-21576,Emerging,Canada,1037,112
CRT-21577,Growth,US,24237,15
CRT-21578,Growth,US,16777,71
CRT-21579,Growth,Canada,13354,13
CRT-21580,Emerging,US,996,32
CRT-21581,Emerging,US,664,3
CRT-21582,Established,Other,191070,85
CRT-21583,Large,Other,1000000,81
CRT-21584,Growth,India,10444,75
CRT-21585,Emerging,US,4288,111
CRT-21586,Emerging,India,807,111
CRT-21587,Growth,US,10000,65
CRT-21588,Emerging,US,2427,107
CRT-21589,Established,US,147973,9
CRT-21590,Growth,Other,26002,73
CRT-21591,Emerging,India,1471,91
CRT-21592,Emerging,US,2796,77
CRT-21593,Emerging,UK,1589,44
CRT-21594,Growth,US,12759,26
CRT-21595,Growth,Other,14132,3
CRT-21596,Emerging,US,394,90
CRT-21597,Growth,US,20043,1
CRT-21598,Emerging,India,1700,99
CRT-21599,Growth,US,17124,111
CRT-21600,Established,US,125296,120
CRT-21601,Emerging,Other,700,33
CRT-21602,Emerging,Other,780,27
CRT-21603,Established,Other,283266,90
CRT-21604,Emerging,UK,992,67
CRT-21605,Emerging,US,3038,26
CRT-21606,Established,Other,137585,117
CRT-21607,Growth,UK,26240,56
CRT-21608,Established,India,168906,87
CRT-21609,Growth,Canada,29909,36
CRT-21610,Growth,Southeast Asia,33866,40
CRT-21611,Emerging,UK,1292,120
CRT-21612,Emerging,Other,9999,6
CRT-21613,Growth,Other,55818,54
CRT-21614,Emerging,Canada,825,118
CRT-21615,Growth,Other,51228,120
CRT-21616,Emerging,Southeast Asia,3441,77
CRT-21617,Emerging,India,456,10
CRT-21618,Growth,UK,10000,99
CRT-21619,Growth,Southeast Asia,29541,28
CRT-21620,Emerging,US,1178,10
CRT-21621,Established,Southeast Asia,100000,75
CRT-21622,Emerging,India,1452,70
CRT-21623,Emerging,India,1361,32
CRT-21624,Established,Canada,135818,111
CRT-21625,Established,Other,504458,74
CRT-21626,Emerging,US,1096,76
CRT-21627,Emerging,Canada,956,20
CRT-21628,Established,US,195761,46
CRT-21629,Growth,Southeast Asia,13435,69
CRT-21630,Emerging,Other,630,36
CRT-21631,Emerging,Other,137,71
CRT-21632,Emerging,India,1786,12
CRT-21633,Established,Other,339122,81
CRT-21634,Growth,Other,30579,1
CRT-21635,Emerging,US,1544,94
CRT-21636,Emerging,India,1219,42
CRT-21637,Emerging,Canada,4353,112
CRT-21638,Growth,US,24526,69
CRT-21639,Established,UK,332343,44
CRT-21640,Growth,India,39231,108
CRT-21641,Established,Southeast Asia,100000,75
CRT-21642,Emerging,India,2188,119
CRT-21643,Growth,US,15078,18
CRT-21644,Emerging,India,825,12
CRT-21645,Emerging,Other,1120,116
CRT-21646,Growth,Southeast Asia,49256,35
CRT-21647,Established,India,126089,87
CRT-21648,Emerging,UK,1687,4
CRT-21649,Growth,US,12070,13
CRT-21650,Established,US,173231,42
CRT-21651,Established,Southeast Asia,145484,100
CRT-21652,Growth,US,49499,79
CRT-21653,Emerging,US,711,10
CRT-21654,Established,UK,100000,50
CRT-21655,Emerging,Other,917,41
CRT-21656,Emerging,US,792,98
CRT-21657,Emerging,India,1577,11
CRT-21658,Growth,UK,51076,9
CRT-21659,Growth,Other,22319,40
CRT-21660,Established,US,242153,77
CRT-21661,Growth,Other,25142,96
CRT-21662,Large,Other,2745481,120
CRT-21663,Growth,US,16216,101
CRT-21664,Growth,US,26138,23
CRT-21665,Emerging,Canada,2774,46
CRT-21666,Emerging,US,708,116
CRT-21667,Growth,US,24245,68
CRT-21668,Growth,Other,25545,93
CRT-21669,Emerging,UK,397,88
CRT-21670,Growth,UK,37913,39
CRT-21671,Emerging,Southeast Asia,825,55
CRT-21672,Emerging,Southeast Asia,1254,51
CRT-21673,Emerging,Canada,2128,114
CRT-21674,Emerging,Other,2307,13
CRT-21675,Emerging,Canada,503,19
CRT-21676,Established,India,249580,82
CRT-21677,Established,Canada,351379,74
CRT-21678,Emerging,Canada,770,68
CRT-21679,Emerging,India,2459,63
CRT-21680,Growth,India,32513,22
CRT-21681,Emerging,India,1934,29
CRT-21682,Established,India,327340,64
CRT-21683,Growth,US,17022,8
CRT-21684,Established,US,110755,115
CRT-21685,Emerging,US,3315,117
CRT-21686,Large,US,1567905,117
CRT-21687,Growth,Southeast Asia,12872,82
CRT-21688,Growth,UK,24583,96
CRT-21689,Established,Southeast Asia,184542,28
CRT-21690,Growth,Canada,30178,18
CRT-21691,Emerging,India,972,80
CRT-21692,Growth,Canada,63684,44
CRT-21693,Established,Canada,115168,110
CRT-21694,Established,UK,100000,74
CRT-21695,Growth,Canada,12827,29
CRT-21696,Growth,US,18482,22
CRT-21697,Emerging,Southeast Asia,1936,27
CRT-21698,Emerging,Canada,1122,105
CRT-21699,Growth,US,31745,104
CRT-21700,Emerging,US,773,83
CRT-21701,Emerging,India,1836,76
CRT-21702,Growth,India,12079,33
CRT-21703,Growth,Other,28869,31
CRT-21704,Growth,Canada,35926,106
CRT-21705,Emerging,US,630,59
CRT-21706,Emerging,India,5057,83
CRT-21707,Growth,Canada,10424,116
CRT-21708,Established,UK,298984,99
CRT-21709,Emerging,Southeast Asia,2569,80
CRT-21710,Established,US,116771,77
CRT-21711,Established,Other,237284,90
CRT-21712,Established,India,117186,116
CRT-21713,Growth,US,30808,81
CRT-21714,Emerging,US,1101,104
CRT-21715,Established,Canada,196211,114
CRT-21716,Growth,Southeast Asia,19853,114
CRT-21717,Emerging,US,827,84
CRT-21718,Emerging,Southeast Asia,708,112
CRT-21719,Growth,Other,36671,59
CRT-21720,Growth,India,61238,75
CRT-21721,Established,India,768757,87
CRT-21722,Emerging,India,2779,103
CRT-21723,Emerging,US,1310,21
CRT-21724,Large,Other,3924345,45
CRT-21725,Emerging,US,1744,96
CRT-21726,Emerging,US,1001,12
CRT-21727,Established,US,641446,52
CRT-21728,Large,US,3879686,59
CRT-21729,Growth,India,18392,49
CRT-21730,Emerging,Other,2855,16
CRT-21731,Growth,US,35611,76
CRT-21732,Established,US,112273,25
CRT-21733,Established,India,206144,14
CRT-21734,Emerging,Other,1265,71
CRT-21735,Established,Other,100000,8
CRT-21736,Growth,Other,13216,31
CRT-21737,Emerging,US,3177,103
CRT-21738,Emerging,UK,748,2
CRT-21739,Emerging,UK,2133,7
CRT-21740,Established,US,424100,36
CRT-21741,Emerging,UK,254,28
CRT-21742,Growth,UK,60145,68
CRT-21743,Emerging,UK,1166,27
CRT-21744,Established,US,250569,59
CRT-21745,Growth,India,70862,10
CRT-21746,Established,Southeast Asia,354328,38
CRT-21747,Growth,US,24606,33
CRT-21748,Established,US,144267,87
CRT-21749,Growth,UK,21486,18
CRT-21750,Growth,US,20272,31
CRT-21751,Established,US,423925,92
CRT-21752,Growth,US,35238,87
CRT-21753,Established,US,225410,42
CRT-21754,Emerging,US,1123,25
CRT-21755,Growth,Canada,38718,110
CRT-21756,Established,Canada,100000,9
CRT-21757,Established,US,607778,105
CRT-21758,Growth,Southeast Asia,23529,44
CRT-21759,Growth,US,16712,36
CRT-21760,Established,US,395503,104
CRT-21761,Emerging,Canada,3289,109
CRT-21762,Established,Other,190135,89
CRT-21763,Emerging,US,3873,8
CRT-21764,Emerging,Canada,2987,85
CRT-21765,Established,India,249671,103
CRT-21766,Emerging,Canada,360,10
CRT-21767,Emerging,Southeast Asia,1481,111
CRT-21768,Emerging,Southeast Asia,1348,22
CRT-21769,Large,Other,1665872,64
CRT-21770,Growth,UK,22352,79
CRT-21771,Large,Other,3355467,40
CRT-21772,Emerging,India,494,83
CRT-21773,Emerging,Other,3481,44
CRT-21774,Emerging,Other,1286,50
CRT-21775,Emerging,India,682,7
CRT-21776,Emerging,Southeast Asia,1061,110
CRT-21777,Emerging,Other,1570,30
CRT-21778,Growth,Southeast Asia,55334,117
CRT-21779,Growth,India,38372,34
CRT-21780,Emerging,US,3445,19
CRT-21781,Growth,US,26066,48
CRT-21782,Emerging,US,1130,27
CRT-21783,Growth,US,68080,91
CRT-21784,Established,UK,183019,118
CRT-21785,Established,India,143108,76
CRT-21786,Established,US,134605,97
CRT-21787,Emerging,India,1695,104
CRT-21788,Growth,US,15645,28
CRT-21789,Established,Southeast Asia,221873,116
CRT-21790,Established,India,219333,108
CRT-21791,Growth,Other,36155,114
CRT-21792,Growth,Southeast Asia,11216,77
CRT-21793,Growth,Canada,10000,109
CRT-21794,Large,India,1459412,67
CRT-21795,Emerging,Canada,1198,88
CRT-21796,Emerging,Canada,548,90
CRT-21797,Established,Other,100000,108
CRT-21798,Growth,UK,33396,27
CRT-21799,Emerging,Other,1043,5
CRT-21800,Emerging,Other,2557,49
CRT-21801,Growth,Other,13521,99
CRT-21802,Growth,Southeast Asia,25486,52
CRT-21803,Established,US,542251,45
CRT-21804,Emerging,Southeast Asia,1055,48
CRT-21805,Emerging,Other,839,78
CRT-21806,Growth,Other,42448,12
CRT-21807,Emerging,Other,3550,102
CRT-21808,Growth,India,19582,50
CRT-21809,Growth,Other,20315,79
CRT-21810,Emerging,India,2676,18
CRT-21811,Established,UK,237998,113
CRT-21812,Emerging,India,1733,76
CRT-21813,Established,India,229120,23
CRT-21814,Growth,India,26230,109
CRT-21815,Growth,India,44413,68
CRT-21816,Established,India,457316,90
CRT-21817,Emerging,UK,587,94
CRT-21818,Established,US,338497,54
CRT-21819,Emerging,UK,1293,40
CRT-21820,Large,US,1000000,57
CRT-21821,Emerging,US,639,102
CRT-21822,Growth,US,21922,73
CRT-21823,Emerging,US,3122,7
CRT-21824,Emerging,Other,585,114
CRT-21825,Emerging,Canada,317,53
CRT-21826,Emerging,UK,1083,115
CRT-21827,Emerging,UK,914,6
CRT-21828,Emerging,UK,3154,85
CRT-21829,Growth,Other,30590,4
CRT-21830,Growth,Southeast Asia,38416,53
CRT-21831,Emerging,US,977,93
CRT-21832,Established,Other,100000,27
CRT-21833,Growth,India,51848,9
CRT-21834,Emerging,Other,835,21
CRT-21835,Emerging,Other,2248,27
CRT-21836,Growth,India,22381,1
CRT-21837,Growth,Other,37376,115
CRT-21838,Established,US,238284,44
CRT-21839,Growth,UK,28683,73
CRT-21840,Large,UK,2647942,8
CRT-21841,Growth,Other,23848,103
CRT-21842,Large,India,1000000,84
CRT-21843,Growth,US,31084,64
CRT-21844,Growth,US,47701,18
CRT-21845,Growth,India,26313,53
CRT-21846,Growth,India,22999,98
CRT-21847,Emerging,India,1650,77
CRT-21848,Emerging,UK,2931,37
CRT-21849,Emerging,Southeast Asia,1069,17
CRT-21850,Emerging,US,405,104
CRT-21851,Established,US,218549,110
CRT-21852,Growth,Other,32282,2
CRT-21853,Emerging,Canada,1539,21
CRT-21854,Emerging,India,901,13
CRT-21855,Emerging,India,1750,114
CRT-21856,Established,US,173079,95
CRT-21857,Established,US,152927,65
CRT-21858,Emerging,Other,1065,77
CRT-21859,Emerging,US,1538,47
CRT-21860,Large,US,2413445,17
CRT-21861,Growth,Southeast Asia,20809,108
CRT-21862,Established,Other,224006,109
CRT-21863,Emerging,India,1817,30
CRT-21864,Emerging,UK,2092,81
CRT-21865,Growth,Other,34232,112
CRT-21866,Emerging,Other,3797,61
CRT-21867,Established,India,300052,2
CRT-21868,Growth,US,73283,88
CRT-21869,Emerging,Southeast Asia,3057,53
CRT-21870,Growth,Other,44349,76
CRT-21871,Established,UK,100000,86
CRT-21872,Established,Other,312946,1
CRT-21873,Emerging,Southeast Asia,2646,102
CRT-21874,Established,US,193585,108
CRT-21875,Emerging,India,260,27
CRT-21876,Established,Other,100000,101
CRT-21877,Growth,US,23393,74
CRT-21878,Emerging,Southeast Asia,870,70
CRT-21879,Growth,India,12762,74
CRT-21880,Growth,India,32648,64
CRT-21881,Growth,Southeast Asia,15264,117
CRT-21882,Emerging,India,353,97
CRT-21883,Growth,Other,75483,61
CRT-21884,Established,India,269089,18
CRT-21885,Emerging,Canada,952,102
CRT-21886,Emerging,US,432,114
CRT-21887,Established,India,116845,94
CRT-21888,Growth,US,19707,113
CRT-21889,Growth,US,20500,78
CRT-21890,Established,Southeast Asia,163800,52
CRT-21891,Emerging,India,520,56
CRT-21892,Established,US,117701,72
CRT-21893,Growth,Other,11435,1
